plot_id,loc_name,long_in_degrees,lat_in_degrees,start_date,end_date,climate_classification,depth_in_m,temp_degC_percentage_missing_values,no_of_data,net_no_of_data,daily_a_mean,daily_gm_mean,daily_median,daily_ninetieth_perc,weekly_a_mean,weekly_gm_mean,weekly_median,weekly_ninetieth_perc,biweekly_a_mean,biweekly_gm_mean,biweekly_median,biweekly_ninetieth_perc,monthly_a_mean,monthly_gm_mean,monthly_median,monthly_ninetieth_perc,annual_a_mean,annual_gm_mean,annual_median,annual_ninetieth_perc,contributor,database,study,spatial_blocks,duration_in_years
448.1,"Brazil, Macacos ""Raso""",-44.234808,-23.076657,10/24/2004 13:18,10/12/2005 17:22,Subtropical,2,0,6221,6221,8.17E-08,6.63E-08,6.17E-08,1.63E-07,1.68E-07,1.40E-07,1.74E-07,2.71E-07,2.06E-07,1.77E-07,2.20E-07,3.10E-07,2.06E-07,1.77E-07,2.20E-07,3.10E-07,2.06E-07,1.77E-07,2.20E-07,3.10E-07,Joel Creed,Same as PI,Joel Creed,spatial_block_58,0.967587519
448.2,"Brazil, Macacos ""Fundo""",-44.234808,-23.076657,10/24/2004 13:18,10/12/2005 17:22,Subtropical,7,25.20495097,6221,4653,1.26E-07,1.03E-07,1.14E-07,2.36E-07,2.17E-07,1.83E-07,2.24E-07,3.53E-07,2.54E-07,2.19E-07,2.46E-07,4.14E-07,2.54E-07,2.19E-07,2.46E-07,4.14E-07,2.54E-07,2.19E-07,2.46E-07,4.14E-07,Joel Creed,Same as PI,Joel Creed,spatial_block_58,0.967587519
449,"United Kingdom, Liverpool ",-3.357,53.537,12/11/2008 9:50,2/5/2009 11:30,Temperate,5,0,8075,8075,1.14E-08,1.02E-08,1.04E-08,1.79E-08,1.85E-08,1.57E-08,1.72E-08,3.01E-08,2.37E-08,1.83E-08,2.26E-08,3.79E-08,2.37E-08,1.83E-08,2.26E-08,3.79E-08,2.37E-08,1.83E-08,2.26E-08,3.79E-08,Burrows Michael,"British Oceanographic
Data Centre",Burrows Michael,spatial_block_102,0.153614916
450.1,"United Kingdom, Liverpool ",-3.36133,53.5335,2/5/2009 11:30,4/1/2009 8:40,Temperate,5,0,7910,7910,6.08E-09,5.41E-09,5.85E-09,9.53E-09,1.13E-08,1.11E-08,1.15E-08,1.39E-08,1.56E-08,1.54E-08,1.48E-08,1.83E-08,1.56E-08,1.54E-08,1.48E-08,1.83E-08,1.56E-08,1.54E-08,1.48E-08,1.83E-08,Burrows Michael,"British Oceanographic
Data Centre",Burrows Michael,spatial_block_102,0.150475647
450.2,"United Kingdom, Liverpool ",-3.36133,53.5335,2/5/2009 11:30,4/1/2009 8:40,Temperate,10,0,7910,7910,5.05E-09,4.48E-09,4.17E-09,8.56E-09,1.02E-08,9.98E-09,9.67E-09,1.30E-08,1.44E-08,1.44E-08,1.49E-08,1.53E-08,1.44E-08,1.44E-08,1.49E-08,1.53E-08,1.44E-08,1.44E-08,1.49E-08,1.53E-08,Burrows Michael,"British Oceanographic
Data Centre",Burrows Michael,spatial_block_102,0.150475647
451.1,"United Kingdom, Liverpool ",-3.6455,53.45183,2/5/2009 15:10,4/2/2009 9:00,Temperate,5,0,8034,8034,6.65E-09,5.69E-09,5.71E-09,1.18E-08,9.93E-09,8.83E-09,1.09E-08,1.54E-08,1.22E-08,1.01E-08,1.53E-08,1.61E-08,1.22E-08,1.01E-08,1.53E-08,1.61E-08,1.22E-08,1.01E-08,1.53E-08,1.61E-08,Burrows Michael,"British Oceanographic
Data Centre",Burrows Michael,spatial_block_102,0.152834855
451.2,"United Kingdom, Liverpool ",-3.6455,53.45183,2/5/2009 15:10,4/2/2009 9:00,Temperate,10,0,8034,8034,6.06E-09,5.15E-09,4.86E-09,1.14E-08,8.94E-09,7.88E-09,8.35E-09,1.37E-08,1.09E-08,8.95E-09,1.19E-08,1.46E-08,1.09E-08,8.95E-09,1.19E-08,1.46E-08,1.09E-08,8.95E-09,1.19E-08,1.46E-08,Burrows Michael,"British Oceanographic
Data Centre",Burrows Michael,spatial_block_102,0.152834855
452.1,"Brazil, Ilha Deserta",-48.331,-27.2706,2/20/2013 13:25,8/2/2014 1:15,Subtropical,5,0,37982,37982,7.52E-08,4.71E-08,4.60E-08,1.76E-07,1.58E-07,1.17E-07,1.10E-07,3.38E-07,2.05E-07,1.66E-07,1.48E-07,4.26E-07,2.05E-07,1.66E-07,1.48E-07,4.26E-07,2.05E-07,1.66E-07,1.48E-07,4.26E-07,Alberto Lindner,Same as PI,Alberto Lindner,spatial_block_96,1.445186454
452.2,"Brazil, Ilha Deserta",-48.331,-27.2706,2/20/2013 11:40,12/21/2014 12:38,Subtropical,12,0,48170,48170,8.01E-08,4.93E-08,4.93E-08,1.90E-07,1.62E-07,1.20E-07,1.20E-07,3.60E-07,2.11E-07,1.70E-07,1.56E-07,4.57E-07,2.11E-07,1.70E-07,1.56E-07,4.57E-07,2.11E-07,1.70E-07,1.56E-07,4.57E-07,Alberto Lindner,Same as PI,Alberto Lindner,spatial_block_96,1.832987062
453.1,"Brazil, Ilha da Gal",-48.408,-27.1719,5/10/2013 14:11,11/30/2013 2:02,Subtropical,5,0,14653,14653,3.31E-08,2.54E-08,2.39E-08,6.94E-08,7.36E-08,6.40E-08,6.77E-08,1.30E-07,9.47E-08,8.67E-08,9.71E-08,1.39E-07,9.47E-08,8.67E-08,9.71E-08,1.39E-07,9.47E-08,8.67E-08,9.71E-08,1.39E-07,Alberto Lindner,Same as PI,Alberto Lindner,spatial_block_96,0.557517123
453.2,"Brazil, Ilha da Gal",-48.408,-27.1719,5/10/2013 12:17,9/25/2014 17:56,Subtropical,12,0.011038137,36238,36234,6.86E-08,3.57E-08,3.32E-08,1.95E-07,1.40E-07,8.89E-08,9.10E-08,3.38E-07,1.74E-07,1.22E-07,1.07E-07,4.25E-07,1.74E-07,1.22E-07,1.07E-07,4.25E-07,1.74E-07,1.22E-07,1.07E-07,4.25E-07,Alberto Lindner,Same as PI,Alberto Lindner,spatial_block_96,1.378727169
454,"Brazil, Ilha do Coral",-48.5451,-27.9354,4/23/2013 12:41,5/30/2014 11:41,Subtropical,12,0,28942,28942,4.16E-08,2.55E-08,2.58E-08,9.59E-08,1.25E-07,9.12E-08,9.67E-08,2.73E-07,1.65E-07,1.35E-07,1.33E-07,3.05E-07,1.65E-07,1.35E-07,1.33E-07,3.05E-07,1.65E-07,1.35E-07,1.33E-07,3.05E-07,Alberto Lindner,Same as PI,Alberto Lindner,spatial_block_96,1.101255708
455,"Brazil, Ilha dos Lobos",-48.7087,-28.4461,6/14/2013 15:35,5/20/2014 17:35,Subtropical,5,0,24487,24487,5.53E-08,3.45E-08,3.47E-08,1.35E-07,1.53E-07,1.19E-07,1.41E-07,2.97E-07,1.96E-07,1.59E-07,1.85E-07,3.75E-07,1.96E-07,1.59E-07,1.85E-07,3.75E-07,1.96E-07,1.59E-07,1.85E-07,3.75E-07,Alberto Lindner,Same as PI,Alberto Lindner,spatial_block_96,0.93173516
456.1,"Brazil, Moleques do Sul",-48.4318,-27.8454,12/18/2012 13:24,1/15/2014 10:01,Subtropical,5,0,28287,28287,6.05E-08,3.66E-08,3.45E-08,1.50E-07,1.55E-07,1.14E-07,1.08E-07,3.01E-07,1.96E-07,1.57E-07,1.25E-07,3.66E-07,1.96E-07,1.57E-07,1.25E-07,3.66E-07,1.96E-07,1.57E-07,1.25E-07,3.66E-07,Alberto Lindner,Same as PI,Alberto Lindner,spatial_block_96,1.076326104
456.2,"Brazil, Moleques do Sul",-48.4318,-27.8454,7/2/2013 12:29,1/15/2014 10:49,Subtropical,12,0,14180,14180,9.01E-08,4.98E-08,4.74E-08,2.43E-07,1.76E-07,1.38E-07,1.33E-07,3.60E-07,2.04E-07,1.74E-07,1.55E-07,3.88E-07,2.04E-07,1.74E-07,1.55E-07,3.88E-07,2.04E-07,1.74E-07,1.55E-07,3.88E-07,Alberto Lindner,Same as PI,Alberto Lindner,spatial_block_96,0.539535769
459.1,"Brazil, Tamboretes",-48.522,-26.3679,12/17/2012 11:40,1/16/2014 11:13,Subtropical,5,21.40998594,28440,22351,3.61E-08,2.47E-08,2.52E-08,7.20E-08,8.81E-08,7.30E-08,7.00E-08,1.66E-07,1.19E-07,1.01E-07,9.78E-08,2.09E-07,1.19E-07,1.01E-07,9.78E-08,2.09E-07,1.19E-07,1.01E-07,9.78E-08,2.09E-07,Alberto Lindner,Same as PI,Alberto Lindner,spatial_block_96,1.082140411
459.2,"Brazil, Tamboretes",-48.522,-26.3679,12/17/2012 9:34,1/16/2014 11:06,Subtropical,12,0,28446,28446,3.93E-08,2.18E-08,1.87E-08,1.05E-07,9.97E-08,7.21E-08,6.96E-08,2.58E-07,1.36E-07,1.06E-07,9.95E-08,3.14E-07,1.36E-07,1.06E-07,9.95E-08,3.14E-07,1.36E-07,1.06E-07,9.95E-08,3.14E-07,Alberto Lindner,Same as PI,Alberto Lindner,spatial_block_96,1.082366819
460.1,"Brazil, lha do Xavier",-48.3858,-27.6092,1/31/2013 11:23,3/7/2013 10:23,Subtropical,5,0,2518,2518,9.73E-08,7.68E-08,9.25E-08,1.89E-07,2.19E-07,1.85E-07,2.46E-07,2.86E-07,2.71E-07,2.67E-07,2.83E-07,3.13E-07,2.71E-07,2.67E-07,2.83E-07,3.13E-07,2.71E-07,2.67E-07,2.83E-07,3.13E-07,Alberto Lindner,Same as PI,Alberto Lindner,spatial_block_96,0.095776256
460.2,"Brazil, lha do Xavier",-48.3858,-27.6092,1/31/2013 11:13,4/10/2014 13:42,Subtropical,12,0,31255,31255,8.63E-08,4.75E-08,5.60E-08,2.13E-07,1.80E-07,1.32E-07,1.69E-07,3.20E-07,2.21E-07,1.80E-07,2.20E-07,3.74E-07,2.21E-07,1.80E-07,2.20E-07,3.74E-07,2.21E-07,1.80E-07,2.20E-07,3.74E-07,Alberto Lindner,Same as PI,Alberto Lindner,spatial_block_96,1.189324581
461,"Brazil, Atalaia",-32.408858,-3.857033,10/23/2018 12:00,2/24/2020 13:14,Tropical,1,71.92971246,46950,13179,3.64E-07,3.12E-07,3.54E-07,6.05E-07,5.84E-07,5.71E-07,6.15E-07,6.96E-07,6.31E-07,6.21E-07,6.44E-07,7.61E-07,6.31E-07,6.21E-07,6.44E-07,7.61E-07,6.31E-07,6.21E-07,6.44E-07,7.61E-07,Guilherme Longo,Same as PI,Guilherme Longo,spatial_block_48,1.339866819
463,"Brazil, Gar",-35.3629,-5.20947,6/16/2018 12:11,1/29/2021 10:00,Tropical,1,42.70082761,93401,53518,1.10E-07,9.65E-08,9.43E-08,1.75E-07,1.97E-07,1.74E-07,1.64E-07,2.71E-07,2.54E-07,2.24E-07,2.12E-07,3.88E-07,2.54E-07,2.24E-07,2.12E-07,3.88E-07,2.54E-07,2.24E-07,2.12E-07,3.88E-07,Guilherme Longo,Same as PI,Guilherme Longo,spatial_block_42,2.624408295
465,"Brazil, Rastro ",-35.34584,-5.22054,3/11/2020 13:28,2/26/2021 10:00,Tropical,1,9.280914177,33779,30644,9.51E-08,8.87E-08,9.53E-08,1.35E-07,1.47E-07,1.41E-07,1.44E-07,1.84E-07,1.74E-07,1.68E-07,1.69E-07,2.58E-07,1.74E-07,1.68E-07,1.69E-07,2.58E-07,1.74E-07,1.68E-07,1.69E-07,2.58E-07,Guilherme Longo,Same as PI,Guilherme Longo,spatial_block_42,0.963987823
467,"Brazil, Sueste ",-32.422753,-3.867433,10/21/2018 8:30,1/23/2020 11:00,Tropical,1,0,44075,44075,1.96E-07,1.80E-07,1.78E-07,3.02E-07,3.04E-07,2.91E-07,2.83E-07,4.28E-07,3.61E-07,3.48E-07,3.47E-07,5.20E-07,3.61E-07,3.48E-07,3.47E-07,5.20E-07,3.61E-07,3.48E-07,3.47E-07,5.20E-07,Guilherme Longo,Same as PI,Guilherme Longo,spatial_block_48,1.257819635
470,"United States, San Miguel Island, Hare Rock",-120.3566,34.06438333,5/21/1993 17:31,10/8/2019 13:00,Subtropical,6.2,6.429947393,231526,216639,2.56E-08,1.84E-08,1.84E-08,5.45E-08,5.87E-08,4.91E-08,4.91E-08,1.07E-07,7.46E-08,6.36E-08,6.38E-08,1.34E-07,7.46E-08,6.36E-08,6.38E-08,1.34E-07,7.46E-08,6.36E-08,6.38E-08,1.34E-07,David Kushner,Same as PI,David Kushner,spatial_block_61,26.3994844
471,"United States, Santa Rosa Island, Johnson's Lee No",-120.1029667,33.90146667,9/14/1994 20:20,8/19/2019 19:00,Subtropical,10.1,4.460143303,218558,208810,6.33E-08,3.89E-08,4.49E-08,1.45E-07,1.05E-07,8.17E-08,8.98E-08,2.07E-07,1.21E-07,9.97E-08,1.09E-07,2.30E-07,1.21E-07,9.97E-08,1.09E-07,2.30E-07,1.21E-07,9.97E-08,1.09E-07,2.30E-07,David Kushner,Same as PI,David Kushner,spatial_block_61,24.94505327
474,"Japan, Iriomote",123.70941,24.35213,11/30/2018 11:53,11/11/2019 12:29,Subtropical,3,0,249139,249139,4.69E-08,4.03E-08,4.24E-08,8.35E-08,1.01E-07,9.41E-08,9.51E-08,1.46E-07,1.35E-07,1.28E-07,1.40E-07,1.88E-07,1.35E-07,1.28E-07,1.40E-07,1.88E-07,1.35E-07,1.28E-07,1.40E-07,1.88E-07,Alex S.J. Wyatt,Same as PI,Alex S.J. Wyatt,spatial_block_104,0.948013699
475,"Japan, Iriomote",123.7097,24.35222,10/6/2015 14:02,11/11/2019 12:15,Subtropical,8,0.140008592,1077791,1076282,4.45E-08,3.65E-08,3.78E-08,8.34E-08,1.02E-07,9.26E-08,9.50E-08,1.57E-07,1.33E-07,1.23E-07,1.31E-07,2.05E-07,1.33E-07,1.23E-07,1.31E-07,2.05E-07,1.33E-07,1.23E-07,1.31E-07,2.05E-07,Alex S.J. Wyatt,Same as PI,Alex S.J. Wyatt,spatial_block_104,4.101166286
476,"Japan, Okinawa",127.843778,26.504466,8/12/2016 9:45,11/13/2019 9:07,Subtropical,8,1.179995838,855342,845249,5.24E-08,2.81E-08,2.65E-08,1.32E-07,1.07E-07,7.51E-08,7.51E-08,2.18E-07,1.43E-07,1.07E-07,1.06E-07,2.88E-07,1.43E-07,1.07E-07,1.06E-07,2.88E-07,1.43E-07,1.07E-07,1.06E-07,2.88E-07,Alex S.J. Wyatt,Same as PI,Alex S.J. Wyatt,spatial_block_106,3.254722222
477,"Pacific Ocean, Moorea, French Polynesia",-149.842267,-17.47825,6/1/2005 10:04,7/7/2017 20:32,Tropical,2,7.619987429,3182000,2939532,4.50E-08,4.13E-08,4.06E-08,7.10E-08,8.10E-08,7.61E-08,7.43E-08,1.22E-07,1.02E-07,9.73E-08,9.67E-08,1.45E-07,1.02E-07,9.73E-08,9.67E-08,1.45E-07,1.02E-07,9.73E-08,9.67E-08,1.45E-07,Alex S.J. Wyatt,Same as PI,Alex S.J. Wyatt,spatial_block_6,12.10804414
478,"Pacific Ocean, Moorea, French Polynesia",-149.83985,-17.47505,12/16/2004 12:42,8/10/2019 18:02,Tropical,10,10.37998921,3852162,3452308,2.84E-08,2.36E-08,2.13E-08,5.50E-08,5.89E-08,5.20E-08,4.89E-08,1.06E-07,7.70E-08,6.95E-08,6.76E-08,1.30E-07,7.70E-08,6.95E-08,6.76E-08,1.30E-07,7.70E-08,6.95E-08,6.76E-08,1.30E-07,Alex S.J. Wyatt,Same as PI,Alex S.J. Wyatt,spatial_block_6,14.65814307
479,"Panama, Gulf of Chiriqu",-81.68973,7.645079,3/1/2012 18:36,3/2/2018 8:41,Tropical,10,14.11000644,1577944,1355296,1.39E-07,1.06E-07,1.02E-07,3.08E-07,2.28E-07,1.96E-07,1.82E-07,4.41E-07,2.69E-07,2.37E-07,2.10E-07,5.08E-07,2.69E-07,2.37E-07,2.10E-07,5.08E-07,2.69E-07,2.37E-07,2.10E-07,5.08E-07,Alex S.J. Wyatt,Same as PI,Alex S.J. Wyatt,spatial_block_31,6.004347412
480,"Chile, Antofagasta",-70.40472222,-23.65416667,1/1/1999 0:00,12/31/2021 23:00,Subtropical,3,9.110026584,201624,183256,5.26E-08,3.35E-08,3.71E-08,1.21E-07,9.92E-08,7.40E-08,8.24E-08,2.03E-07,1.19E-07,9.29E-08,1.06E-07,2.25E-07,1.19E-07,9.29E-08,1.06E-07,2.25E-07,1.19E-07,9.29E-08,1.06E-07,2.25E-07,"Calvete, Carolina",Hydrographic and Oceanographic Service o,"Calvete, Carolina",spatial_block_4,23.0163242
481,"Chile, Pisagua",-70.21555556,-19.59694444,1/1/2011 0:00,12/31/2021 23:00,Tropical,3,19.65011614,96432,77483,3.99E-08,3.54E-08,3.59E-08,6.66E-08,7.61E-08,7.10E-08,7.25E-08,1.13E-07,9.30E-08,8.74E-08,8.80E-08,1.34E-07,9.30E-08,8.74E-08,8.80E-08,1.34E-07,9.30E-08,8.74E-08,8.80E-08,1.34E-07,"Calvete, Carolina",Hydrographic and Oceanographic Service o,"Calvete, Carolina",spatial_block_78,11.00810502
482,"Chile, Iquique",-70.14777778,-20.20444444,1/1/1999 0:00,12/31/2021 23:00,Subtropical,3,6.919811134,201624,187672,3.38E-08,2.80E-08,2.93E-08,6.21E-08,6.80E-08,6.10E-08,6.27E-08,1.10E-07,8.46E-08,7.68E-08,8.05E-08,1.31E-07,8.46E-08,7.68E-08,8.05E-08,1.31E-07,8.46E-08,7.68E-08,8.05E-08,1.31E-07,"Calvete, Carolina",Hydrographic and Oceanographic Service o,"Calvete, Carolina",spatial_block_86,23.0163242
483,"Chile, Patache",-70.19805556,-20.80333333,1/1/2011 0:00,12/31/2021 23:00,Subtropical,3,16.75999668,96432,80270,2.90E-08,2.57E-08,2.56E-08,4.87E-08,6.06E-08,5.56E-08,5.52E-08,9.46E-08,7.63E-08,7.10E-08,6.97E-08,1.15E-07,7.63E-08,7.10E-08,6.97E-08,1.15E-07,7.63E-08,7.10E-08,6.97E-08,1.15E-07,"Calvete, Carolina",Hydrographic and Oceanographic Service o,"Calvete, Carolina",spatial_block_86,11.00810502
484,"Chile, Tocopilla",-70.21166667,-22.09388889,1/1/2010 0:00,12/31/2021 23:00,Subtropical,3,16.00026618,105192,88361,3.14E-08,2.73E-08,2.80E-08,5.44E-08,6.56E-08,5.98E-08,6.08E-08,1.06E-07,8.23E-08,7.60E-08,7.50E-08,1.32E-07,8.23E-08,7.60E-08,7.50E-08,1.32E-07,8.23E-08,7.60E-08,7.50E-08,1.32E-07,"Calvete, Carolina",Hydrographic and Oceanographic Service o,"Calvete, Carolina",spatial_block_86,12.00810502
485,"Chile, Mejillones",-70.45055556,-23.09777778,1/1/2011 0:00,12/31/2021 23:00,Subtropical,3,13.46026215,96432,83452,7.96E-08,6.66E-08,7.10E-08,1.42E-07,1.49E-07,1.33E-07,1.42E-07,2.48E-07,1.76E-07,1.58E-07,1.66E-07,2.90E-07,1.76E-07,1.58E-07,1.66E-07,2.90E-07,1.76E-07,1.58E-07,1.66E-07,2.90E-07,"Calvete, Carolina",Hydrographic and Oceanographic Service o,"Calvete, Carolina",spatial_block_4,11.00810502
486,"Chile, Arica",-70.32333333,-18.47583333,1/1/1999 0:00,12/31/2021 23:00,Tropical,3,7.000158711,201624,187510,4.54E-08,3.51E-08,3.63E-08,9.27E-08,8.91E-08,7.57E-08,7.83E-08,1.60E-07,1.09E-07,9.52E-08,9.60E-08,1.89E-07,1.09E-07,9.52E-08,9.60E-08,1.89E-07,1.09E-07,9.52E-08,9.60E-08,1.89E-07,"Calvete, Carolina",Hydrographic and Oceanographic Service o,"Calvete, Carolina",spatial_block_78,23.0163242
487,"Chile, Tal-Tal",-70.48972222,-25.40722222,1/1/2010 0:00,12/31/2021 23:00,Subtropical,3,12.13970644,105192,92422,6.34E-08,5.33E-08,5.57E-08,1.16E-07,1.00E-07,8.92E-08,8.79E-08,1.68E-07,1.17E-07,1.05E-07,1.03E-07,1.89E-07,1.17E-07,1.05E-07,1.03E-07,1.89E-07,1.17E-07,1.05E-07,1.03E-07,1.89E-07,"Calvete, Carolina",Hydrographic and Oceanographic Service o,"Calvete, Carolina",spatial_block_90,12.00810502
488,"Chile, S. F",-80.10861111,-26.29222222,1/1/2001 0:00,12/31/2021 23:00,Subtropical,3,24.4898957,184080,138999,1.40E-08,1.15E-08,1.17E-08,2.56E-08,2.85E-08,2.47E-08,2.36E-08,5.03E-08,3.82E-08,3.36E-08,3.30E-08,6.70E-08,3.82E-08,3.36E-08,3.30E-08,6.70E-08,3.82E-08,3.36E-08,3.30E-08,6.70E-08,"Calvete, Carolina",Hydrographic and Oceanographic Service o,"Calvete, Carolina",spatial_block_76,21.01358447
489,"Chile, Caldera",-70.82472222,-27.06472222,1/1/1999 0:00,12/31/2021 23:00,Subtropical,3,6.659921438,201624,188196,5.10E-08,4.27E-08,4.66E-08,9.03E-08,9.15E-08,8.10E-08,8.36E-08,1.54E-07,1.11E-07,9.88E-08,1.03E-07,1.85E-07,1.11E-07,9.88E-08,1.03E-07,1.85E-07,1.11E-07,9.88E-08,1.03E-07,1.85E-07,"Calvete, Carolina",Hydrographic and Oceanographic Service o,"Calvete, Carolina",spatial_block_90,23.0163242
490,"Chile, I. Pascua",-109.4394444,-27.15472222,1/1/2004 0:00,12/31/2021 23:00,Subtropical,3,19.69011407,157800,126729,4.34E-08,3.89E-08,3.97E-08,7.14E-08,8.16E-08,7.65E-08,7.69E-08,1.25E-07,1.00E-07,9.44E-08,9.56E-08,1.48E-07,1.00E-07,9.44E-08,9.56E-08,1.48E-07,1.00E-07,9.44E-08,9.56E-08,1.48E-07,"Calvete, Carolina",Hydrographic and Oceanographic Service o,"Calvete, Carolina",spatial_block_24,18.01358447
491,"Chile, Huasco",-71.24972222,-28.46888889,1/1/2010 0:00,12/31/2021 23:00,Subtropical,3,20.85995133,105192,83249,2.36E-08,1.76E-08,1.83E-08,4.87E-08,5.57E-08,4.73E-08,4.90E-08,9.95E-08,7.20E-08,6.27E-08,6.47E-08,1.24E-07,7.20E-08,6.27E-08,6.47E-08,1.24E-07,7.20E-08,6.27E-08,6.47E-08,1.24E-07,"Calvete, Carolina",Hydrographic and Oceanographic Service o,"Calvete, Carolina",spatial_block_90,12.00810502
492,"Chile, Coquimbo",-71.33527778,-29.94972222,1/1/1999 0:00,12/31/2021 23:00,Subtropical,3,7.750069436,201624,185998,2.91E-08,2.06E-08,2.15E-08,6.37E-08,6.95E-08,5.58E-08,6.28E-08,1.31E-07,8.89E-08,7.33E-08,8.72E-08,1.58E-07,8.89E-08,7.33E-08,8.72E-08,1.58E-07,8.89E-08,7.33E-08,8.72E-08,1.58E-07,"Calvete, Carolina",Hydrographic and Oceanographic Service o,"Calvete, Carolina",spatial_block_103,23.0163242
493,"Chile, Pichidangui",-71.52944444,-32.13555556,1/1/2010 0:00,12/31/2021 23:00,Subtropical,3,13.57993003,105192,90907,2.62E-08,2.28E-08,2.29E-08,4.49E-08,6.20E-08,5.49E-08,5.30E-08,1.07E-07,8.17E-08,7.33E-08,7.15E-08,1.43E-07,8.17E-08,7.33E-08,7.15E-08,1.43E-07,8.17E-08,7.33E-08,7.15E-08,1.43E-07,"Calvete, Carolina",Hydrographic and Oceanographic Service o,"Calvete, Carolina",spatial_block_112,12.00810502
494,"Chile, Valpara",-71.62777778,-33.02777778,1/1/1999 0:00,12/31/2021 23:00,Subtropical,3,9.050013887,201624,183377,3.80E-08,2.68E-08,3.00E-08,8.05E-08,7.07E-08,5.67E-08,6.34E-08,1.33E-07,8.63E-08,7.15E-08,7.83E-08,1.56E-07,8.63E-08,7.15E-08,7.83E-08,1.56E-07,8.63E-08,7.15E-08,7.83E-08,1.56E-07,"Calvete, Carolina",Hydrographic and Oceanographic Service o,"Calvete, Carolina",spatial_block_112,23.0163242
495,"Chile, S. Antonio",-71.61805556,-33.58166667,1/1/1999 0:00,12/31/2021 23:00,Subtropical,3,7.930107527,201624,185635,2.52E-08,1.88E-08,1.95E-08,5.16E-08,5.15E-08,4.16E-08,4.16E-08,1.00E-07,6.67E-08,5.41E-08,5.37E-08,1.28E-07,6.67E-08,5.41E-08,5.37E-08,1.28E-07,6.67E-08,5.41E-08,5.37E-08,1.28E-07,"Calvete, Carolina",Hydrographic and Oceanographic Service o,"Calvete, Carolina",spatial_block_112,23.0163242
496,"Chile, J. Fernandez",-78.83,-33.63611111,1/1/1999 0:00,12/31/2021 23:00,Subtropical,3,12.62002539,201624,176179,1.98E-08,1.59E-08,1.59E-08,3.83E-08,4.20E-08,3.67E-08,3.64E-08,7.36E-08,5.35E-08,4.76E-08,4.78E-08,8.84E-08,5.35E-08,4.76E-08,4.78E-08,8.84E-08,5.35E-08,4.76E-08,4.78E-08,8.84E-08,"Calvete, Carolina",Hydrographic and Oceanographic Service o,"Calvete, Carolina",spatial_block_88,23.0163242
497,"Chile, Talcahuano",-73.10611111,-36.70083333,1/1/1999 0:00,12/31/2021 23:00,Temperate,3,10.42980994,201624,180595,2.41E-08,1.79E-08,1.87E-08,4.97E-08,5.97E-08,4.85E-08,4.61E-08,1.16E-07,7.77E-08,6.44E-08,6.16E-08,1.49E-07,7.77E-08,6.44E-08,6.16E-08,1.49E-07,7.77E-08,6.44E-08,6.16E-08,1.49E-07,"Calvete, Carolina",Hydrographic and Oceanographic Service o,"Calvete, Carolina",spatial_block_109,23.0163242
498,"Chile, Lebu",-73.66416667,-37.59416667,1/1/2010 0:00,12/31/2021 23:00,Temperate,3,12.210054,105192,92348,3.22E-08,2.52E-08,2.65E-08,6.33E-08,6.70E-08,5.92E-08,5.79E-08,1.15E-07,8.25E-08,7.49E-08,7.52E-08,1.30E-07,8.25E-08,7.49E-08,7.52E-08,1.30E-07,8.25E-08,7.49E-08,7.52E-08,1.30E-07,"Calvete, Carolina",Hydrographic and Oceanographic Service o,"Calvete, Carolina",spatial_block_109,12.00810502
499,"Chile, Corral",-73.4275,-39.88666667,1/1/1999 0:00,12/31/2021 23:00,Temperate,3,14.67980002,201624,172026,7.10E-08,4.73E-08,4.60E-08,1.63E-07,1.01E-07,7.64E-08,6.76E-08,2.07E-07,1.16E-07,9.16E-08,8.33E-08,2.27E-07,1.16E-07,9.16E-08,8.33E-08,2.27E-07,1.16E-07,9.16E-08,8.33E-08,2.27E-07,"Calvete, Carolina",Hydrographic and Oceanographic Service o,"Calvete, Carolina",spatial_block_105,23.0163242
500,"Chile, B. Mansa",-73.73694444,-40.58083333,1/1/2011 0:00,12/31/2021 23:00,Temperate,3,13.88958022,96432,83038,1.92E-08,1.38E-08,1.38E-08,4.08E-08,4.46E-08,3.54E-08,3.36E-08,8.74E-08,5.68E-08,4.61E-08,4.65E-08,1.08E-07,5.68E-08,4.61E-08,4.65E-08,1.08E-07,5.68E-08,4.61E-08,4.65E-08,1.08E-07,"Calvete, Carolina",Hydrographic and Oceanographic Service o,"Calvete, Carolina",spatial_block_105,11.00810502
501,"Chile, P. Montt",-72.96083333,-41.485,1/1/1999 0:00,12/31/2021 23:00,Temperate,3,6.690175773,201624,188135,2.49E-08,1.61E-08,1.49E-08,5.93E-08,5.30E-08,3.62E-08,3.15E-08,1.25E-07,6.79E-08,4.83E-08,4.28E-08,1.49E-07,6.79E-08,4.83E-08,4.28E-08,1.49E-07,6.79E-08,4.83E-08,4.28E-08,1.49E-07,"Calvete, Carolina",Hydrographic and Oceanographic Service o,"Calvete, Carolina",spatial_block_105,23.0163242
