"","X","plot_id","loc_name","long_in_degrees","lat_in_degrees","start_date","end_date","climate_classification","depth_in_m","temp_degC_percentage_missing_values","no_of_data","net_no_of_data","daily_a_mean","daily_gm_mean","daily_median","daily_ninetieth_perc","weekly_a_mean","weekly_gm_mean","weekly_median","weekly_ninetieth_perc","biweekly_a_mean","biweekly_gm_mean","biweekly_median","biweekly_ninetieth_perc","monthly_a_mean","monthly_gm_mean","monthly_median","monthly_ninetieth_perc","annual_a_mean","annual_gm_mean","annual_median","annual_ninetieth_perc","contributor","database","study","spatial_blocks","duration_in_years"
"465",465,481,"Chile, Pisagua",-70.21555556,-19.59694444,"2011-01-01 00:00:00","2021-12-31 23:00:00","Tropical",3,19.6501161440186,96432,77483,4.04197370265625e-08,3.60134807910364e-08,3.6493769e-08,6.6915604e-08,7.69037172992424e-08,7.18255026007709e-08,7.21660955e-08,1.111024295e-07,9.45722071503759e-08,8.88181672460009e-08,8.7984351e-08,1.304836742e-07,1.13422493968254e-07,1.06914685869969e-07,1.07525479e-07,1.455344834e-07,2.542275994e-07,2.44827580613808e-07,2.25574497e-07,3.35841622e-07,"Calvete, Carolina","Hydrographic and Oceanographic Service o","Calvete, Carolina","spatial_block_78",11.0081050228311
"466",466,482,"Chile, Iquique",-70.14777778,-20.20444444,"1999-01-01 00:00:00","2021-12-31 23:00:00","Subtropical",3,6.91981113359521,201624,187672,3.43358753661715e-08,2.84844583934083e-08,2.9663642e-08,6.2834769e-08,6.93418232453874e-08,6.23840405158598e-08,6.47192805e-08,1.112462639e-07,8.60624412054545e-08,7.86641267703642e-08,8.33038135e-08,1.331441502e-07,1.04225969791506e-07,9.70983576057354e-08,1.02756609e-07,1.559221928e-07,1.98896895045455e-07,1.96825348445172e-07,1.991912275e-07,2.31850559e-07,"Calvete, Carolina","Hydrographic and Oceanographic Service o","Calvete, Carolina","spatial_block_86",23.0163242009132
"467",467,483,"Chile, Patache",-70.19805556,-20.80333333,"2011-01-01 00:00:00","2021-12-31 23:00:00","Subtropical",3,16.7599966815995,96432,80270,2.91670544129652e-08,2.58692062814535e-08,2.5745133e-08,4.8881631e-08,6.0690176287037e-08,5.47669522101987e-08,5.3520012e-08,9.47360031e-08,7.74041466932515e-08,7.0763255575274e-08,6.8460845e-08,1.163834458e-07,9.69147301666667e-08,8.97885036866177e-08,8.45318395e-08,1.390601983e-07,2.06416692857143e-07,2.04371057242551e-07,1.90945653e-07,2.449706676e-07,"Calvete, Carolina","Hydrographic and Oceanographic Service o","Calvete, Carolina","spatial_block_86",11.0081050228311
"468",468,484,"Chile, Tocopilla",-70.21166667,-22.09388889,"2010-01-01 00:00:00","2021-12-31 23:00:00","Subtropical",3,16.0002661799376,105192,88361,3.24260292421742e-08,2.80824734441939e-08,2.8785168e-08,5.62997663000001e-08,6.63275660490956e-08,5.98481323273111e-08,6.0254554e-08,1.065305322e-07,8.46598399641026e-08,7.74325662651241e-08,7.4899969e-08,1.386991232e-07,1.10671894032258e-07,1.02671167314084e-07,1.01118086e-07,1.673873504e-07,2.07943687888889e-07,2.03065861033143e-07,1.97164618e-07,2.821332892e-07,"Calvete, Carolina","Hydrographic and Oceanographic Service o","Calvete, Carolina","spatial_block_86",12.008105022831
"469",469,485,"Chile, Mejillones",-70.45055556,-23.09777778,"2011-01-01 00:00:00","2021-12-31 23:00:00","Subtropical",3,13.4602621536419,96432,83452,8.02698765883034e-08,6.71384945866793e-08,7.16595015e-08,1.431052336e-07,1.49580664317949e-07,1.32463217066141e-07,1.38103218e-07,2.484088677e-07,1.78062256379487e-07,1.59469401130458e-07,1.66845039e-07,2.912360944e-07,2.07708556043478e-07,1.87910721957081e-07,1.90145441e-07,3.498806837e-07,4.143816185e-07,4.09717801872748e-07,3.85576752e-07,5.241481557e-07,"Calvete, Carolina","Hydrographic and Oceanographic Service o","Calvete, Carolina","spatial_block_4",11.0081050228311
"470",470,486,"Chile, Arica",-70.32333333,-18.47583333,"1999-01-01 00:00:00","2021-12-31 23:00:00","Tropical",3,7.00015871126453,201624,187510,4.64494044511239e-08,3.60489421126912e-08,3.7059032e-08,9.41588594e-08,8.96052842561983e-08,7.61723318542695e-08,7.8486391e-08,1.600620552e-07,1.09728065325497e-07,9.57067642530855e-08,9.5907208e-08,1.907123502e-07,1.33229020152091e-07,1.18321461545797e-07,1.18387805e-07,2.272938842e-07,2.92462631318182e-07,2.90101922943406e-07,2.917861165e-07,3.318808299e-07,"Calvete, Carolina","Hydrographic and Oceanographic Service o","Calvete, Carolina","spatial_block_78",23.0163242009132
"471",471,487,"Chile, Tal-Tal",-70.48972222,-25.40722222,"2010-01-01 00:00:00","2021-12-31 23:00:00","Subtropical",3,12.1397064415545,105192,92422,6.40879659409905e-08,5.38810074725014e-08,5.6282985e-08,1.169199775e-07,1.00591973674107e-07,8.94521408366982e-08,8.74843e-08,1.686424013e-07,1.17820100138393e-07,1.05355939218861e-07,1.02418555e-07,1.883947807e-07,1.42718010420561e-07,1.2803134759848e-07,1.23916385e-07,2.358593058e-07,3.01509256888889e-07,2.96658639975315e-07,2.90234651e-07,3.449749122e-07,"Calvete, Carolina","Hydrographic and Oceanographic Service o","Calvete, Carolina","spatial_block_90",12.008105022831
"472",472,488,"Chile, S. F",-80.10861111,-26.29222222,"2001-01-01 00:00:00","2021-12-31 23:00:00","Subtropical",3,24.4898956975228,184080,138999,1.48505500775799e-08,1.20898792315676e-08,1.2171761e-08,2.73746889e-08,3.15532350165563e-08,2.72449924324598e-08,2.49599545e-08,5.49215156e-08,4.2089664375e-08,3.66896642920104e-08,3.6653151e-08,6.67291657e-08,6.0102209125e-08,5.36097921058058e-08,5.44399045e-08,8.55183882e-08,2.40113898166667e-07,2.35518561510704e-07,2.457280485e-07,2.918444305e-07,"Calvete, Carolina","Hydrographic and Oceanographic Service o","Calvete, Carolina","spatial_block_76",21.0135844748858
"473",473,489,"Chile, Caldera",-70.82472222,-27.06472222,"1999-01-01 00:00:00","2021-12-31 23:00:00","Subtropical",3,6.65992143792406,201624,188196,5.18775714962465e-08,4.36531216753143e-08,4.6721524e-08,9.207716e-08,9.22340525832591e-08,8.18666960441447e-08,8.4661344e-08,1.556908856e-07,1.1184691928471e-07,1.00000533373826e-07,1.04773927e-07,1.848679884e-07,1.34871879501873e-07,1.21758096455303e-07,1.2695377e-07,2.155517306e-07,2.97468186181818e-07,2.94516359903979e-07,2.92330636e-07,3.41177516e-07,"Calvete, Carolina","Hydrographic and Oceanographic Service o","Calvete, Carolina","spatial_block_90",23.0163242009132
"474",474,490,"Chile, I. Pascua",-109.4394444,-27.15472222,"2004-01-01 00:00:00","2021-12-31 23:00:00","Subtropical",3,19.6901140684411,157800,126729,4.67505562805623e-08,4.25124254994945e-08,4.302634e-08,7.460917e-08,8.91346819449339e-08,8.18603919581211e-08,8.1331616e-08,1.301940064e-07,1.1178453844206e-07,1.02514300695546e-07,1.01165269e-07,1.58234344e-07,1.47137180357798e-07,1.35834799474913e-07,1.34018317e-07,2.04661592e-07,4.100373268e-07,4.08137301457427e-07,4.15289264e-07,4.406641341e-07,"Calvete, Carolina","Hydrographic and Oceanographic Service o","Calvete, Carolina","spatial_block_24",18.0135844748858
"475",475,491,"Chile, Huasco",-71.24972222,-28.46888889,"2010-01-01 00:00:00","2021-12-31 23:00:00","Subtropical",3,20.8599513270971,105192,83249,2.47754137381024e-08,1.86687188054052e-08,1.9228887e-08,5.0685225e-08,5.72104173942857e-08,4.88101394741994e-08,5.04544495e-08,9.90828896e-08,7.4482692281768e-08,6.56353986315699e-08,6.5145456e-08,1.20259747e-07,9.53664794482759e-08,8.32817685150229e-08,8.26255e-08,1.664222578e-07,2.18102064125e-07,2.12444968059055e-07,2.12419156e-07,2.654623709e-07,"Calvete, Carolina","Hydrographic and Oceanographic Service o","Calvete, Carolina","spatial_block_90",12.008105022831
"476",476,492,"Chile, Coquimbo",-71.33527778,-29.94972222,"1999-01-01 00:00:00","2021-12-31 23:00:00","Subtropical",3,7.75006943617823,201624,185998,3.00582293522622e-08,2.11250533762775e-08,2.2049962e-08,6.5361767e-08,7.05222648798486e-08,5.6419841250354e-08,6.3843396e-08,1.336507388e-07,9.0220207835514e-08,7.45803785870377e-08,8.7272387e-08,1.590680114e-07,1.15483795902724e-07,1.00300320555506e-07,1.14006973e-07,1.875682082e-07,2.76335327136364e-07,2.75033746158338e-07,2.73554803e-07,3.096476133e-07,"Calvete, Carolina","Hydrographic and Oceanographic Service o","Calvete, Carolina","spatial_block_103",23.0163242009132
"477",477,493,"Chile, Pichidangui",-71.52944444,-32.13555556,"2010-01-01 00:00:00","2021-12-31 23:00:00","Subtropical",3,13.5799300327021,105192,90907,2.68199407277147e-08,2.34591267608556e-08,2.3349717e-08,4.5603479e-08,6.17501131093023e-08,5.46093395175851e-08,5.25845325e-08,1.022422052e-07,8.11826969036697e-08,7.26080245653436e-08,7.0065276e-08,1.385413895e-07,1.03075814314286e-07,9.34695186765054e-08,9.2095322e-08,1.643023142e-07,2.28472784444444e-07,2.27172686341877e-07,2.33866559e-07,2.491937014e-07,"Calvete, Carolina","Hydrographic and Oceanographic Service o","Calvete, Carolina","spatial_block_112",12.008105022831
"478",478,494,"Chile, Valpara",-71.62777778,-33.02777778,"1999-01-01 00:00:00","2021-12-31 23:00:00","Subtropical",3,9.05001388723565,201624,183377,3.87149171335379e-08,2.74166245453578e-08,3.0974166e-08,8.1570174e-08,7.21822498992016e-08,5.84421196217483e-08,6.4574594e-08,1.346223538e-07,8.82701795772994e-08,7.35962223665326e-08,7.959675e-08,1.5782812e-07,1.0697728844898e-07,9.22760140925926e-08,1.00458322e-07,1.819895384e-07,2.29648893809524e-07,2.26857506534566e-07,2.22345841e-07,2.80406812e-07,"Calvete, Carolina","Hydrographic and Oceanographic Service o","Calvete, Carolina","spatial_block_112",23.0163242009132
"479",479,495,"Chile, S. Antonio",-71.61805556,-33.58166667,"1999-01-01 00:00:00","2021-12-31 23:00:00","Subtropical",3,7.93010752688172,201624,185635,2.56022729469061e-08,1.92077963200663e-08,2.001371e-08,5.2586827e-08,5.13703930245821e-08,4.14637647007607e-08,4.1352413e-08,9.86180558e-08,6.65958055503876e-08,5.41131206371738e-08,5.2871229e-08,1.275653595e-07,8.72424262418033e-08,7.34501609892445e-08,7.15966975e-08,1.608276075e-07,2.30928314142857e-07,2.28139292294562e-07,2.24306311e-07,2.69914323e-07,"Calvete, Carolina","Hydrographic and Oceanographic Service o","Calvete, Carolina","spatial_block_112",23.0163242009132
"480",480,496,"Chile, J. Fernandez",-78.83,-33.63611111,"1999-01-01 00:00:00","2021-12-31 23:00:00","Subtropical",3,12.6200253938023,201624,176179,2.0255900389258e-08,1.63036816603826e-08,1.6494932e-08,3.91878994e-08,4.33663367762836e-08,3.7021409688853e-08,3.61928975e-08,7.5359645e-08,5.65159644302885e-08,4.89766184879724e-08,4.81721455e-08,9.3876353e-08,7.806722001e-08,6.87441872269972e-08,6.9059745e-08,1.176463307e-07,2.623543665e-07,2.60958670019535e-07,2.584311255e-07,3.002389163e-07,"Calvete, Carolina","Hydrographic and Oceanographic Service o","Calvete, Carolina","spatial_block_88",23.0163242009132
"481",481,497,"Chile, Talcahuano",-73.10611111,-36.70083333,"1999-01-01 00:00:00","2021-12-31 23:00:00","Temperate",3,10.4298099432607,201624,180595,2.46488766125168e-08,1.83115205991726e-08,1.9178561e-08,5.0491e-08,5.98425329342252e-08,4.87323777978495e-08,4.5587166e-08,1.160369272e-07,7.80997658854626e-08,6.50585985096642e-08,6.0523115e-08,1.466227921e-07,1.01461402962963e-07,8.70068668053035e-08,7.95218635e-08,1.810349945e-07,2.34495757421053e-07,2.30441454365674e-07,2.30067097e-07,2.996026042e-07,"Calvete, Carolina","Hydrographic and Oceanographic Service o","Calvete, Carolina","spatial_block_109",23.0163242009132
"482",482,498,"Chile, Lebu",-73.66416667,-37.59416667,"2010-01-01 00:00:00","2021-12-31 23:00:00","Temperate",3,12.2100539965016,105192,92348,3.23231045804269e-08,2.53093145397751e-08,2.6582121e-08,6.34611194e-08,6.71110596597701e-08,5.99149515771106e-08,5.7938396e-08,1.127304958e-07,8.31462608082192e-08,7.63316972182219e-08,7.4806017e-08,1.272926016e-07,1.01421878362745e-07,9.46511631246447e-08,9.60876245e-08,1.482931737e-07,2.17926280125e-07,2.13649767234901e-07,2.005288285e-07,2.819707644e-07,"Calvete, Carolina","Hydrographic and Oceanographic Service o","Calvete, Carolina","spatial_block_109",12.008105022831
"483",483,499,"Chile, Corral",-73.4275,-39.88666667,"1999-01-01 00:00:00","2021-12-31 23:00:00","Temperate",3,14.6798000238067,201624,172026,7.23841048393265e-08,4.86473189151002e-08,4.7286851e-08,1.64723719e-07,1.02426355479564e-07,7.85053777205713e-08,6.8456963e-08,2.06920881e-07,1.17826579896e-07,9.42001519423177e-08,8.4811654e-08,2.24572522e-07,1.38703158642458e-07,1.15938425163802e-07,1.18476804e-07,2.518864258e-07,2.90912041066667e-07,2.8860755772138e-07,2.82727009e-07,3.279875608e-07,"Calvete, Carolina","Hydrographic and Oceanographic Service o","Calvete, Carolina","spatial_block_105",23.0163242009132
"484",484,500,"Chile, B. Mansa",-73.73694444,-40.58083333,"2011-01-01 00:00:00","2021-12-31 23:00:00","Temperate",3,13.8895802223328,96432,83038,1.94029398756537e-08,1.39817352396333e-08,1.4072708e-08,4.08730833e-08,4.7287078448e-08,3.76939306748881e-08,3.6547303e-08,9.2955982e-08,6.12674013597884e-08,4.97417018268494e-08,4.9113785e-08,1.154010676e-07,7.79313445444444e-08,6.56031330006591e-08,6.8209463e-08,1.38401033e-07,1.6571283625e-07,1.64155073418521e-07,1.617352335e-07,1.943122953e-07,"Calvete, Carolina","Hydrographic and Oceanographic Service o","Calvete, Carolina","spatial_block_105",11.0081050228311
"485",485,501,"Chile, P. Montt",-72.96083333,-41.485,"1999-01-01 00:00:00","2021-12-31 23:00:00","Temperate",3,6.69017577272547,201624,188135,2.51934896278108e-08,1.62902270382209e-08,1.51312315e-08,5.9760534e-08,5.28056383080569e-08,3.60609326238334e-08,3.1720645e-08,1.23814845e-07,6.7608442764486e-08,4.79765061867317e-08,4.2793103e-08,1.493253604e-07,8.81689197747036e-08,6.56279032302303e-08,6.2591967e-08,1.911990772e-07,2.69991301e-07,2.63188594544338e-07,2.74331512e-07,3.58019963e-07,"Calvete, Carolina","Hydrographic and Oceanographic Service o","Calvete, Carolina","spatial_block_105",23.0163242009132
"486",486,502,"Chile, Castro",-73.75805556,-42.48083333,"2011-01-01 00:00:00","2021-12-31 23:00:00","Temperate",3,12.6503650240584,96432,84233,3.60065269083969e-08,1.96309539165037e-08,1.8728117e-08,9.479911e-08,6.61655934252874e-08,4.32817311237499e-08,3.8228776e-08,1.560920422e-07,8.39115172110092e-08,5.84991763283744e-08,5.88843565e-08,1.78985112e-07,1.07630119067308e-07,7.92635236326844e-08,7.8826999e-08,2.021198213e-07,3.18217311777778e-07,3.13562465525008e-07,3.21204115e-07,3.769954214e-07,"Calvete, Carolina","Hydrographic and Oceanographic Service o","Calvete, Carolina","spatial_block_105",11.0081050228311
"487",487,503,"Chile, Melinka",-73.74833333,-43.89833333,"2011-05-01 00:00:00","2021-12-31 23:00:00","Temperate",3,9.84051650419018,93552,84346,1.6466683383115e-08,1.20109266731091e-08,1.2626189e-08,3.36026e-08,3.13085395387931e-08,2.54482896911157e-08,2.47970795e-08,5.9558205e-08,3.95305150472103e-08,3.29859771190594e-08,3.2527679e-08,7.09092622e-08,4.99024107798165e-08,4.25105815983449e-08,4.1536307e-08,9.40380636e-08,1.52056434333333e-07,1.49638937151657e-07,1.56120227e-07,1.80413812e-07,"Calvete, Carolina","Hydrographic and Oceanographic Service o","Calvete, Carolina","spatial_block_107",10.6793378995434
"488",488,504,"Chile, P. Chacabuco",-72.82,-45.46722222,"2001-01-01 00:00:00","2021-12-31 23:00:00","Temperate",3,11.1500434593655,184080,163555,2.78806968725111e-08,1.94490103497185e-08,1.99820875e-08,5.44031255e-08,6.68870640896465e-08,5.63175207218253e-08,5.61551175e-08,1.116026991e-07,8.70786284095477e-08,7.5368034251857e-08,7.25366765e-08,1.50326449e-07,1.16249928783069e-07,1.02951498626981e-07,9.345338e-08,2.0466398e-07,3.22278636647059e-07,3.15981080718637e-07,3.11435602e-07,4.141342008e-07,"Calvete, Carolina","Hydrographic and Oceanographic Service o","Calvete, Carolina","spatial_block_107",21.0135844748858
"489",489,505,"Chile, P. Eden",-74.40861111,-49.12972222,"2011-10-01 00:00:00","2021-12-31 23:00:00","Temperate",3,12.4198931909212,89880,78717,1.04862641633333e-08,8.32037578238525e-09,7.874984e-09,1.99659239e-08,2.82424864350649e-08,2.36602591483544e-08,2.2476381e-08,5.26542276e-08,3.82716463148936e-08,3.25717603161982e-08,2.9424487e-08,6.6615733e-08,5.23040766936937e-08,4.49905987157564e-08,4.1543979e-08,9.2681537e-08,1.63610573e-07,1.58652364310927e-07,1.530781425e-07,2.307428154e-07,"Calvete, Carolina","Hydrographic and Oceanographic Service o","Calvete, Carolina","spatial_block_111",10.2601598173516
"490",490,506,"Chile, C. Meteoro",-74.07222222,-52.96111111,"2011-01-01 00:00:00","2021-12-31 23:00:00","Temperate",3,24.6100879376141,96432,72700,1.26090998917309e-08,1.02205355261015e-08,1.04909395e-08,2.28520054e-08,3.35329857317073e-08,3.03814364201827e-08,2.8944858e-08,5.0447694e-08,4.42686329215686e-08,4.04410186160816e-08,3.8510271e-08,7.06166445e-08,5.90619246326531e-08,5.51265386472593e-08,5.1763325e-08,8.62556504e-08,1.5265509875e-07,1.49937448145718e-07,1.562246195e-07,1.812671108e-07,"Calvete, Carolina","Hydrographic and Oceanographic Service o","Calvete, Carolina","spatial_block_113",11.0081050228311
"491",491,507,"Chile, P. Arenas",-70.86194444,-53.12361111,"2002-01-01 00:00:00","2021-12-31 23:00:00","Temperate",3,13.7000912616929,175320,151301,8.29241931800327e-09,7.03408979740087e-09,7.002441e-09,1.49029196e-08,1.8523677961136e-08,1.64382783467196e-08,1.5856504e-08,3.1829827e-08,2.40520013489736e-08,2.16343843232921e-08,2.0786201e-08,4.0797302e-08,3.30093722893082e-08,3.00191211482039e-08,2.8027939e-08,5.34249254e-08,9.85031248125e-08,9.80669140441321e-08,9.7367764e-08,1.07648635e-07,"Calvete, Carolina","Hydrographic and Oceanographic Service o","Calvete, Carolina","spatial_block_113",20.0135844748858
"492",492,508,"United States, Fort Point ShoreStation",-122.4662,37.80663,"2010-01-01 00:00:00","2021-08-08 00:00:00","Temperate",3,14.3604519662894,101689,87086,3.40145797951672e-08,2.64848764649979e-08,2.900487e-08,6.42779702e-08,5.62949180229885e-08,4.69270530812869e-08,5.3248975e-08,9.81772578e-08,7.1071498412556e-08,6.15190626108444e-08,6.7571353e-08,1.194342542e-07,9.13518881481482e-08,8.15153292747436e-08,8.8212975e-08,1.441865484e-07,2.131744347e-07,2.10929527822223e-07,2.10642857e-07,2.632591685e-07,"Jarrett Byrnes","Bodega Ocean Observing Node","Jarrett Byrnes","spatial_block_63",11.6082191780822
"493",493,509,"Brazil, Minuano (Rio Grande)",-50.88817,-32.86567,"2002-05-24 21:00:00","2004-01-13 11:00:00","Subtropical",0,7.90700911811791,14367,13231,5.3187192322e-08,4.08617196433333e-08,3.7786059e-08,1.05881997e-07,1.29743683573171e-07,1.08055817253073e-07,1.06344754e-07,2.312805457e-07,1.81836778380952e-07,1.56317654521334e-07,1.46553401e-07,3.112613132e-07,2.47026123e-07,2.16828359790197e-07,2.10061733e-07,3.712304697e-07,7.80706376e-07,7.80706376e-07,7.80706376e-07,7.80706376e-07,"Felipe Pimenta","Brazil's Navy","Felipe Pimenta","spatial_block_98",1.63995433789954
"494",494,510,"Brazil, Minuano (Rio Grande)",-50.85083,-32.881,"2004-02-01 01:00:00","2004-10-15 01:00:00","Subtropical",0,12.7411249797374,6169,5383,1.53766470259067e-08,1.29056574976676e-08,1.3295494e-08,2.60425448e-08,3.33945990555556e-08,3.03692027751781e-08,2.80220825e-08,5.2435724e-08,4.56062897777778e-08,4.20054062373899e-08,4.1469062e-08,7.02634338e-08,7.1262035e-08,6.4138425357539e-08,7.2306073e-08,1.029865181e-07,NA,NA,NA,NA,"Felipe Pimenta","Brazil's Navy","Felipe Pimenta","spatial_block_98",0.704109589041096
"495",495,511.1,"Canada, Vancouver Island",-125.076438,48.880526,"2020-07-16 09:58:00","2020-08-12 21:58:00","Temperate",0.1,0,661,661,7.47429882592593e-08,6.4828331019672e-08,6.3814621e-08,1.23880554e-07,1.8240857875e-07,1.7495237729839e-07,1.535423815e-07,2.430958641e-07,2.370918505e-07,2.32942665026489e-07,2.370918505e-07,2.724212525e-07,2.81253603e-07,2.81253603e-07,2.81253603e-07,2.81253603e-07,NA,NA,NA,NA,"Chris Neufeld ","Same as PI","Chris Neufeld ","spatial_block_92",0.0753424657534247
"496",496,511.2,"Canada, Vancouver Island",-125.076438,48.880526,"2020-07-16 10:05:00","2020-08-12 22:05:00","Temperate",1,0,661,661,8.52698386296296e-08,7.55654938836874e-08,7.8231371e-08,1.359170354e-07,1.89969747e-07,1.82193949294062e-07,1.596694955e-07,2.546735883e-07,2.48862861e-07,2.44999814444832e-07,2.48862861e-07,2.838056898e-07,2.92541397e-07,2.92541397e-07,2.92541397e-07,2.92541397e-07,NA,NA,NA,NA,"Chris Neufeld ","Same as PI","Chris Neufeld ","spatial_block_92",0.0753424657534247
"497",497,511.3,"Canada, Vancouver Island",-125.076438,48.880526,"2020-07-16 10:02:00","2020-08-12 22:02:00","Temperate",7.3,0,661,661,1.04212681407407e-07,8.33914342896633e-08,1.06400792e-07,1.788006592e-07,2.1499612325e-07,1.99606073741007e-07,1.865804195e-07,3.131572596e-07,2.8429819e-07,2.74991225266673e-07,2.8429819e-07,3.420163292e-07,3.74403969e-07,3.74403969e-07,3.74403969e-07,3.74403969e-07,NA,NA,NA,NA,"Chris Neufeld ","Same as PI","Chris Neufeld ","spatial_block_92",0.0753424657534247
"498",498,511.4,"Canada, Vancouver Island",-125.076438,48.880526,"2020-07-16 09:58:00","2020-08-12 21:58:00","Temperate",8.3,0,661,661,6.60678465925926e-08,4.84480714015668e-08,4.0750577e-08,1.408388978e-07,1.6795613175e-07,1.28133908350062e-07,1.37314043e-07,2.958785235e-07,2.598954145e-07,2.41295746293786e-07,2.598954145e-07,3.371357741e-07,3.74403969e-07,3.74403969e-07,3.74403969e-07,3.74403969e-07,NA,NA,NA,NA,"Chris Neufeld ","Same as PI","Chris Neufeld ","spatial_block_92",0.0753424657534247
"499",499,511.5,"Canada, Vancouver Island",-125.076438,48.880526,"2020-07-16 10:05:00","2020-08-12 22:05:00","Temperate",10.3,0,661,661,4.72338191851852e-08,3.18266108738523e-08,2.9919469e-08,7.22516472000001e-08,1.2696202025e-07,8.29368786267279e-08,5.8755332e-08,2.642369273e-07,2.148367025e-07,1.6597047765474e-07,2.148367025e-07,3.239674037e-07,3.59676929e-07,3.59676929e-07,3.59676929e-07,3.59676929e-07,NA,NA,NA,NA,"Chris Neufeld ","Same as PI","Chris Neufeld ","spatial_block_92",0.0753424657534247
"500",500,511.6,"Canada, Vancouver Island",-125.076438,48.880526,"2020-07-16 10:02:00","2020-08-12 22:02:00","Temperate",11.3,0,661,661,4.34919485925926e-08,2.89819624446878e-08,2.6384956e-08,6.07453444e-08,1.2154223975e-07,7.48966754076973e-08,4.7915771e-08,2.608505891e-07,2.09192806e-07,1.53562239075748e-07,2.09192806e-07,3.228386244e-07,3.59676929e-07,3.59676929e-07,3.59676929e-07,3.59676929e-07,NA,NA,NA,NA,"Chris Neufeld ","Same as PI","Chris Neufeld ","spatial_block_92",0.0753424657534247
"501",501,511.7,"Canada, Vancouver Island",-125.076438,48.880526,"2020-07-16 10:00:00","2020-08-12 22:00:00","Temperate",11.8,0,661,661,4.14909993333333e-08,2.85360696541457e-08,2.8696009e-08,5.47064954e-08,1.1883446275e-07,7.04541045526234e-08,4.2500217e-08,2.596489841e-07,2.037772515e-07,1.40630485237197e-07,2.037772515e-07,3.217555135e-07,3.59676929e-07,3.59676929e-07,3.59676929e-07,3.59676929e-07,NA,NA,NA,NA,"Chris Neufeld ","Same as PI","Chris Neufeld ","spatial_block_92",0.0753424657534247
"502",502,512.1,"Canada, Calvert Island",-127.966,51.65,"2018-05-01 15:47:00","2020-10-25 14:17:00","Temperate",0.5,6.4152791380999,16336,15288,2.38998380541667e-08,1.55953798676616e-08,1.68924905e-08,5.20979239e-08,5.49846743780488e-08,4.08324284165563e-08,4.6353696e-08,1.082799514e-07,7.28649553809524e-08,5.6387040460794e-08,5.8407987e-08,1.479278372e-07,8.974679115e-08,7.06970522499706e-08,8.61924915e-08,1.553704201e-07,2.41694852e-07,2.41694852e-07,2.41694852e-07,2.41694852e-07,"Jennifer Jackson","Same as PI","Jennifer Jackson","spatial_block_108",2.4875
"503",503,512.2,"Canada, Calvert Island",-127.966,51.65,"2021-06-28 17:00:00","2021-08-20 00:00:00","Temperate",1.6,20.6210191082803,1256,997,6.192341825e-08,5.68110313890667e-08,6.00049115e-08,9.24872189e-08,1.296718874e-07,1.26392624461858e-07,1.35929965e-07,1.570673786e-07,1.544374525e-07,1.54107176139059e-07,1.544374525e-07,1.625132929e-07,1.90290044e-07,1.90290044e-07,1.90290044e-07,1.90290044e-07,NA,NA,NA,NA,"Jennifer Jackson","Same as PI","Jennifer Jackson","spatial_block_108",0.143264840182648
"504",504,513.1,"Canada, Calvert Island",-128.0853667,51.6521,"2017-12-02 16:10:00","2021-06-04 23:30:00","Temperate",0,0.219944729055756,368729,367918,2.33129652923197e-08,1.63909886240734e-08,1.5863756e-08,5.21720245e-08,4.91008957704918e-08,3.75150799448842e-08,3.4296591e-08,1.043874264e-07,6.22740072197802e-08,4.96507986489429e-08,4.5270798e-08,1.1344152e-07,8.23918349285714e-08,6.95966834702301e-08,7.29892475e-08,1.479608279e-07,2.95010874e-07,2.94039258545214e-07,2.89004748e-07,3.194959408e-07,"Jennifer Jackson","Same as PI","Jennifer Jackson","spatial_block_108",3.50768645357686
"505",505,513.2,"Canada, Calvert Island",-128.0853667,51.6521,"2017-12-02 16:10:00","2021-06-04 23:30:00","Temperate",2,0.22997919881539,368729,367881,2.20897652374608e-08,1.42555956116948e-08,1.27557895e-08,5.50334615e-08,4.38917127486339e-08,3.20926097546632e-08,2.8751989e-08,9.3654572e-08,5.44047827472528e-08,4.20042128516277e-08,3.8713756e-08,1.08619806e-07,7.16381972380952e-08,5.98594860245082e-08,5.9418582e-08,1.226296923e-07,2.53607751e-07,2.53546858915825e-07,2.53683431e-07,2.590360774e-07,"Jennifer Jackson","Same as PI","Jennifer Jackson","spatial_block_108",3.50768645357686
"506",506,513.3,"Canada, Calvert Island",-128.0853667,51.6521,"2017-12-02 16:10:00","2021-06-04 23:30:00","Temperate",5,0.22997919881539,368729,367881,1.66791069568627e-08,1.11917910162382e-08,1.0399011e-08,3.71352988e-08,3.32089408360656e-08,2.53325880502319e-08,2.4583778e-08,6.51923396e-08,4.23149697692308e-08,3.40045917247767e-08,3.4936985e-08,7.8706187e-08,5.76274659761905e-08,4.99967411562698e-08,4.7628375e-08,9.49295228e-08,2.11171933666667e-07,2.09992857915959e-07,1.95021504e-07,2.337859072e-07,"Jennifer Jackson","Same as PI","Jennifer Jackson","spatial_block_108",3.50768645357686
